CustomerID,Recency,Frequency,Monetary,Segment
14752,44,1,389.64,Other
14753,88,1,563.15,At Risk
14754,45,2,638.05,Other
14755,10,11,5010.28,Champion
14756,15,1,738.96,Other
14757,76,1,420.5,At Risk
14758,145,4,1484.06,At Risk
14759,113,3,1625.97,At Risk
14760,298,1,89.2,Lost
14761,0,2,255.9,Other
14762,264,1,300.52,Lost
14764,47,1,278.3,Other
14765,59,3,254.11,Other
14766,66,6,2473.37,At Risk
14768,18,2,192.60000000000002,Other
14769,83,8,10674.75,At Risk
14770,233,2,876.42,Lost
14772,113,1,139.26,At Risk
14775,0,3,1011.9,Other
14776,52,11,2538.3,Champion
14778,246,2,730.86,Lost
14779,251,3,386.15,Lost
14780,55,2,447.68,Other
14782,320,1,200.10000000000002,Lost
14784,27,2,289.99,Other
14785,11,2,77.4,Other
14788,27,2,679.4399999999999,Other
14789,29,1,197.64,Other
14790,2,4,745.06,Other
14792,153,1,6.2,At Risk
14793,22,1,228.99,Other
14794,10,7,1319.91,Champion
14795,167,1,131.45000000000002,At Risk
14796,23,17,8022.49,Champion
14798,53,3,173.74,Other
14799,52,1,157.7,Other
14800,30,12,4339.74,Champion
14801,91,1,193.14,At Risk
14803,98,3,845.55,At Risk
14804,332,1,353.27,Lost
14805,16,4,554.65,Other
14806,76,1,193.39000000000001,At Risk
14808,40,8,2741.17,Champion
14810,41,11,2087.88,Champion
14813,577,2,155.43,Lost
14815,274,2,778.5,Lost
14816,198,1,271.85,Lost
14817,160,2,1110.34,At Risk
14818,74,3,657.8,At Risk
14819,183,2,272.07,Lost
14820,22,4,507.29,Other
14821,485,1,48.800000000000004,Lost
14823,4,3,321.43,Other
14824,11,4,1127.71,Other
14825,16,12,2226.91,Champion
14828,162,3,2139.76,At Risk
14829,60,4,697.55,Other
14830,54,1,197.13,Other
14834,0,6,1720.3,Champion
14836,11,3,102.44999999999999,Other
14837,31,4,1649.5,Other
14840,268,1,62.85,Lost
14841,30,6,3295.76,Champion
14842,44,4,2824.69,Other
14844,6,4,3189.81,Other
14847,149,1,309.4,At Risk
14849,2,25,7930.54,Champion
14850,342,1,325.75,Lost
14851,24,2,511.35,Other
14852,0,6,2836.69,Champion
14853,5,2,475.8,Other
14854,68,7,2759.83,At Risk
14855,2,2,645.65,Other
14856,57,3,1311.3799999999999,Other
14857,30,2,1173.12,Other
14859,13,4,1353.74,Other
14860,20,1,170.32,Other
14861,53,1,125.79,Other
14862,26,2,841.1999999999999,Other
14863,60,1,266.76,Other
14865,301,2,52.2,Lost
14866,11,12,14389.9,Champion
14867,157,3,710.28,At Risk
14868,22,8,2953.59,Champion
14869,104,2,725.7,At Risk
14870,262,1,327.25,Lost
14871,179,4,522.38,At Risk
14873,211,1,519.68,Lost
14875,108,2,1465.3200000000002,At Risk
14878,4,9,1485.54,Champion
14880,78,3,706.19,At Risk
14881,20,1,255.4,Other
14882,27,2,589.7,Other
14883,5,6,761.59,Loyal
14885,132,1,765.3199999999999,At Risk
14886,340,1,364.8,Lost
14887,80,1,1862.0,At Risk
14888,208,1,369.2,Lost
14889,162,1,135.9,At Risk
14890,254,1,125.65,Lost
14891,148,2,554.38,At Risk
14893,10,2,1237.8500000000001,Other
14894,86,1,655.75,At Risk
14895,41,20,11138.710000000001,Champion
14896,205,2,468.77000000000004,Lost
14897,1,4,1366.38,Other
14898,24,6,1303.52,Champion
14901,1,9,1421.29,Champion
14902,26,1,332.66,Other
14903,22,5,2810.63,Other
14904,26,2,1025.44,Other
14905,217,2,616.15,Lost
14907,29,7,3501.1,Champion
14908,75,1,277.8,At Risk
14910,26,4,434.35,Other
14911,0,201,143825.06,Champion
14912,17,2,867.85,Other
14913,37,4,1227.43,Other
14915,92,2,307.48,At Risk
14916,71,4,1268.98,At Risk
14918,116,2,1610.15,At Risk
14920,35,2,977.77,Other
14921,90,2,1316.07,At Risk
14923,51,1,749.1,Other
14924,128,1,310.05,At Risk
14929,151,1,223.88,At Risk
14930,68,3,2372.86,At Risk
14931,23,5,1257.68,Other
14932,454,1,363.53,Lost
14934,82,2,1890.94,At Risk
14935,298,1,1784.71,Lost
14936,98,8,8137.02,At Risk
14937,57,3,1621.88,Other
14944,60,12,5900.25,Champion
14946,15,1,100.9,Other
14947,73,2,290.82,At Risk
14948,24,6,1101.97,Champion
14950,20,1,371.2,Other
14951,80,1,311.69,At Risk
14952,1,11,8099.49,Champion
14953,26,1,289.82,Other
14954,13,1,336.17,Other
14957,253,1,58.49,Lost
14958,128,3,499.68,At Risk
14959,110,4,695.42,At Risk
14960,172,2,221.27,At Risk
14961,11,9,7044.68,Champion
14962,271,1,126.7,Lost
14963,10,5,1487.8,Other
14964,189,1,206.21,Lost
14965,245,2,599.0,Lost
14966,15,1,191.32,Other
14967,50,1,463.8,Other
14968,90,1,147.59,At Risk
14970,138,4,1592.06,At Risk
14971,44,3,1116.57,Other
14972,277,1,114.77,Lost
14973,108,3,1314.45,At Risk
14974,302,1,114.39,Lost
14975,58,1,279.94,Other
14976,58,7,790.86,Loyal
14978,73,5,1931.42,At Risk
14981,159,1,102.12,At Risk
14984,4,2,213.27,Other
14985,199,2,296.75,Lost
14987,16,2,326.4,Other
14988,5,1,334.54,Other
14995,251,2,233.23000000000002,Lost
14997,1,3,546.1999999999999,Other
14998,6,2,429.87,Other
15000,48,1,490.52,Other
15002,116,4,1641.76,At Risk
15004,148,1,1246.32,At Risk
15005,16,28,6316.57,Champion
15006,52,1,502.09,Other
15007,278,1,156.91,Lost
15009,13,3,1261.78,Other
15010,243,1,308.94,Lost
15012,54,2,423.04,Other
15014,43,2,260.17,Other
15016,173,1,170.04,At Risk
15017,182,1,125.58,Lost
15018,333,3,496.21000000000004,Lost
15019,267,1,266.0,Lost
15021,27,9,1914.82,Champion
15022,12,4,905.04,Other
15023,40,11,6802.76,Champion
15024,10,10,1661.33,Champion
15025,182,1,377.01,Lost
15026,81,3,469.0,At Risk
15027,90,4,1066.1499999999999,At Risk
15028,43,4,627.13,Other
15030,72,2,518.28,At Risk
15031,89,4,668.14,At Risk
15032,257,3,4959.1,Lost
15033,26,10,2586.67,Champion
15034,16,8,4308.61,Champion
15035,31,1,252.73000000000002,Other
15036,73,3,465.55,At Risk
15038,0,6,705.49,Loyal
15039,10,47,19914.44,Champion
15041,171,1,180.35,At Risk
15042,200,1,135.93,Lost
15043,121,1,537.0,At Risk
15044,6,17,7700.2300000000005,Champion
15045,33,2,735.66,Other
15046,10,15,5213.7699999999995,Champion
15047,270,1,343.62,Lost
15048,117,4,384.05,At Risk
15049,37,1,121.17000000000002,Other
15050,26,3,1782.09,Other
15051,3,3,1391.61,Other
15052,320,1,215.78,Lost
15053,186,3,697.79,Lost
15054,13,2,302.1,Other
15057,98,2,1489.5,At Risk
15058,26,11,2124.9900000000002,Champion
15059,41,9,1337.72,Champion
15060,10,4,303.09,Other
15061,5,48,54534.14,Champion
15062,72,4,987.86,At Risk
15063,66,1,370.79999999999995,At Risk
15065,165,4,3158.13,At Risk
15066,54,1,893.59,Other
15067,79,3,1744.76,At Risk
15068,47,2,553.36,Other
15069,180,1,1109.53,Lost
15070,666,1,106.2,Lost
15071,98,2,982.07,At Risk
15073,10,3,1043.41,Other
15074,106,1,748.87,At Risk
15075,78,1,773.03,At Risk
15076,173,1,880.85,At Risk
15078,12,32,9743.11,Champion
15079,35,4,895.61,Other
15081,23,5,504.8,Other
15083,257,1,88.2,Lost
15087,282,1,306.94,Lost
15088,22,2,1160.07,Other
15089,11,6,2420.84,Champion
15090,252,1,381.32,Lost
15091,275,1,480.71,Lost
15092,127,2,457.81,At Risk
15093,19,6,4597.02,Champion
15095,104,4,1370.6,At Risk
15096,43,1,219.39000000000001,Other
15097,212,1,248.08,Lost
15098,65,3,39916.5,At Risk
15099,85,1,410.48,At Risk
15100,70,3,876.0,At Risk
15101,332,2,317.53,Lost
15103,87,2,703.36,At Risk
15104,197,2,1027.44,Lost
15105,19,7,2298.93,Champion
15106,5,5,1422.52,Other
15107,39,6,319.5,Loyal
15108,142,4,1300.25,At Risk
15109,128,1,484.95,At Risk
15110,24,4,996.1,Other
15111,60,3,1567.48,Other
15113,10,3,3609.33,Other
15114,38,10,2760.56,Champion
15115,19,1,340.11,Other
15116,18,4,1352.75,Other
15117,15,5,1551.78,Other
15118,135,1,244.8,At Risk
15119,128,1,266.4,At Risk
15120,134,1,358.82,At Risk
15121,51,2,457.72,Other
15122,115,3,1633.78,At Risk
15123,207,2,2199.31,Lost
15124,23,2,184.19,Other
15125,26,15,11528.48,Champion
15127,214,1,406.53,Lost
15128,61,4,1471.0,At Risk
15129,51,11,3447.4,Champion
15130,170,1,330.11,At Risk
15132,19,5,977.9300000000001,Other
15133,38,3,982.42,Other
15134,15,8,1387.99,Champion
15135,239,1,139.05,Lost
15136,23,4,1286.7,Other
15139,162,2,178.96,At Risk
15140,53,7,2354.25,Champion
15142,47,1,498.74,Other
15143,226,1,259.45,Lost
15144,0,17,6580.44,Champion
15145,44,4,1194.73,Other
15146,165,2,1327.16,At Risk
15147,241,1,623.5,Lost
15148,11,1,301.29,Other
15149,134,1,520.8000000000001,At Risk
15150,18,10,5314.47,Champion
15152,10,13,4745.69,Champion
15153,121,1,329.25,At Risk
15154,76,1,296.42,At Risk
15156,119,3,961.49,At Risk
15157,125,3,1936.07,At Risk
15158,46,1,401.40000000000003,Other
15159,19,30,18641.010000000002,Champion
15160,358,1,158.16,Lost
15163,19,2,304.47,Other
15164,209,3,843.05,Lost
15165,697,1,487.75,Lost
15167,321,1,163.0,Lost
15168,26,1,106.56,Other
15171,9,1,1289.5,Other
15172,71,5,1624.05,At Risk
15174,323,1,135.75,Lost
15175,72,1,224.14,At Risk
15178,261,1,40.5,Lost
15179,19,5,2206.95,Other
15180,516,1,87.5,Lost
15181,176,3,689.4799999999999,At Risk
15182,125,2,622.85,At Risk
15184,60,2,406.76,Other
15185,71,1,310.62,At Risk
15186,15,2,411.41,Other
15187,16,16,4777.18,Champion
15189,6,41,16225.39,Champion
15192,2,3,1044.32,Other
15193,61,1,499.32,At Risk
15194,78,15,7616.53,At Risk
15195,151,1,3861.0,At Risk
15197,11,3,1079.6100000000001,Other
15198,123,2,193.64,At Risk
15199,30,4,1268.7,Other
15201,88,5,1236.54,At Risk
15203,26,6,1827.8,Champion
15204,358,1,316.58,Lost
15205,85,2,653.24,At Risk
15206,11,4,420.29999999999995,Other
15208,119,5,870.12,At Risk
15210,226,1,331.18,Lost
15211,61,2,894.4100000000001,At Risk
15212,6,1,101.8,Other
15213,319,2,328.35,Lost
15214,11,8,1661.44,Champion
15215,47,3,734.94,Other
15216,88,1,96.6,At Risk
15218,11,11,5756.89,Champion
15219,177,1,305.75,At Risk
15220,52,6,1778.96,Champion
15221,485,1,403.25,Lost
15222,319,1,585.0,Lost
15223,226,2,755.75,Lost
15224,359,2,322.08,Lost
15225,235,1,409.40000000000003,Lost
15226,311,1,154.41,Lost
15227,127,5,1219.4,At Risk
15228,170,4,3386.71,At Risk
15230,240,2,429.6,Lost
15232,114,2,612.06,At Risk
15234,129,1,197.0,At Risk
15235,159,12,2247.51,At Risk
15236,299,1,321.05,Lost
15237,79,4,1412.32,At Risk
15238,60,3,1071.99,Other
15239,11,2,780.59,Other
15240,6,5,1706.57,Other
15241,74,8,1756.44,At Risk
15243,75,1,316.68,At Risk
15244,214,2,631.57,Lost
15245,134,3,2515.84,At Risk
15246,239,2,514.15,Lost
15247,93,1,356.0,At Risk
15249,2,13,6688.46,Champion
15251,3,11,10484.99,Champion
15252,95,2,740.78,At Risk
15253,1,5,918.1999999999999,Other
15254,246,1,300.36,Lost
15255,244,1,890.85,Lost
15256,149,1,98.45,At Risk
15257,341,1,317.15,Lost
15258,169,2,623.16,At Risk
15260,101,7,1810.77,At Risk
15261,136,1,254.82,At Risk
15262,324,1,178.95000000000002,Lost
15263,107,1,156.51,At Risk
15264,183,1,393.74,Lost
15265,33,2,1506.1200000000001,Other
15266,223,1,119.3,Lost
15267,0,5,1717.36,Other
15269,24,1,408.8,Other
15270,16,7,2379.49,Champion
15271,4,15,2507.07,Champion
15272,58,2,721.94,Other
15274,19,2,716.57,Other
15275,302,1,615.14,Lost
15276,244,1,135.31,Lost
15277,47,1,255.89999999999998,Other
15279,355,1,290.51,Lost
15280,173,1,113.12,At Risk
15281,0,9,2332.15,Champion
15286,50,1,240.55,Other
15287,23,2,486.69,Other
15288,44,5,2306.52,Other
15289,60,3,939.78,Other
15290,43,18,7943.22,Champion
15291,4,15,4668.3,Champion
15292,202,1,180.94,Lost
15296,35,6,3672.86,Champion
15297,11,3,641.94,Other
15298,11,12,4799.9,Champion
15299,165,7,4507.01,At Risk
15300,183,1,496.44,Lost
15301,51,12,5070.35,Champion
15303,291,1,574.02,Lost
15304,61,8,694.4000000000001,At Risk
15306,123,3,1174.35,At Risk
15307,215,1,205.3,Lost
15308,68,1,310.47,At Risk
15311,0,91,60767.9,Champion
15312,76,4,924.85,At Risk
15313,111,1,52.0,At Risk
15314,200,1,327.97,Lost
15315,117,2,570.5,At Risk
15316,327,1,165.0,Lost
15318,181,1,312.62,Lost
15319,341,1,204.5,Lost
15320,45,1,267.13,Other
15321,71,3,2748.31,At Risk
15322,86,1,679.68,At Risk
15325,104,1,162.29,At Risk
15326,70,1,311.71,At Risk
15327,53,1,208.75,Other
15329,40,3,1049.7,Other
15330,61,2,714.96,At Risk
15332,485,4,1661.06,Lost
15333,209,1,1028.56,Lost
15334,164,3,351.67,At Risk
15335,54,1,173.97,Other
15339,244,2,574.07,Lost
15341,81,1,2020.52,At Risk
15342,305,1,406.09,Lost
15343,88,1,364.5,At Risk
15344,75,3,563.94,At Risk
15345,46,1,393.54,Other
15346,39,1,252.42000000000002,Other
15347,485,1,201.60000000000002,Lost
15348,73,1,158.04,At Risk
15349,218,2,473.81,Lost
15350,697,1,115.65,Lost
15351,13,7,1960.1100000000001,Champion
15353,255,2,777.02,Lost
15355,54,2,277.05,Other
15356,72,10,2766.5,At Risk
15358,1,22,8347.2,Champion
15360,40,1,427.93,Other
15361,362,1,418.92,Lost
15363,666,1,326.0,Lost
15364,215,2,913.19,Lost
15365,26,7,2314.32,Champion
15366,76,2,602.51,At Risk
15367,58,4,1877.59,Other
15368,22,1,446.94000000000005,Other
15370,30,7,2386.05,Champion
15372,138,1,2007.3999999999999,At Risk
15373,19,12,2415.91,Champion
15374,277,1,168.0,Lost
15376,41,3,1233.3600000000001,Other
15379,98,7,3703.29,At Risk
15380,47,5,1690.2600000000002,Other
15381,66,2,596.85,At Risk
15382,15,6,5955.71,Champion
15384,170,2,642.41,At Risk
15385,41,1,316.88,Other
15386,187,1,394.14,Lost
15388,271,1,140.54,Lost
15389,173,1,500.0,At Risk
15392,1,4,1535.53,Other
15393,17,2,231.86,Other
15394,10,4,2183.54,Other
15395,326,1,107.45,Lost
15396,113,1,288.18,At Risk
15397,290,1,94.0,Lost
15398,17,2,1345.53,Other
15399,23,3,815.77,Other
15400,114,5,716.2,At Risk
15402,149,2,626.77,At Risk
15405,279,1,349.1,Lost
15406,38,2,510.71000000000004,Other
15407,95,4,1056.44,At Risk
15408,265,1,267.18,Lost
15410,85,8,3450.84,At Risk
15411,27,4,1358.88,Other
15412,172,1,190.53,At Risk
15414,10,3,774.9000000000001,Other
15415,314,1,572.8100000000001,Lost
15416,155,4,3984.32,At Risk
15417,86,1,508.8,At Risk
15419,25,1,135.86,Other
15421,0,4,950.36,Other
15422,324,2,97.7,Lost
15423,333,1,43.5,Lost
15424,255,2,383.34,Lost
15426,20,5,1447.39,Other
15427,48,3,1483.14,Other
15428,16,1,93.78,Other
15429,27,2,397.35,Other
15432,24,1,171.19,Other
15433,66,2,533.3,At Risk
15434,108,5,1041.48,At Risk
15435,23,1,149.29,Other
15436,13,3,1122.53,Other
15437,263,1,200.16,Lost
15438,132,1,156.57999999999998,At Risk
15440,55,3,383.68,Other
15442,220,1,594.0,Lost
15443,13,7,3236.91,Champion
15444,9,2,1418.26,Other
15445,265,1,113.5,Lost
15447,331,1,155.17,Lost
15448,313,1,494.64,Lost
15449,27,3,974.52,Other
15450,90,1,429.84,At Risk
15452,60,3,538.73,Other
15453,57,7,1388.37,Champion
15454,363,1,179.1,Lost
15456,341,3,447.22,Lost
15457,263,1,237.07,Lost
15458,26,1,161.64,Other
15460,355,1,216.76,Lost
15462,144,3,234.6,At Risk
15463,60,1,126.14,Other
15464,223,1,1048.85,Lost
15465,4,18,7354.62,Champion
15466,86,1,334.53,At Risk
15467,10,3,524.88,Other
15468,52,2,467.51,Other
15469,32,2,538.55,Other
15471,151,1,469.48,At Risk
15472,114,1,371.56,At Risk
15473,0,7,1771.2,Champion
15475,78,1,454.10999999999996,At Risk
15478,41,2,1441.42,Other
15480,117,1,905.5,At Risk
15482,16,12,11054.96,Champion
15483,267,4,233.81,Lost
15484,19,4,3594.31,Other
15485,90,3,2575.0,At Risk
15488,123,1,91.32000000000001,At Risk
15489,5,3,1134.28,Other
15491,101,6,3100.09,At Risk
15492,29,2,659.4599999999999,Other
15493,150,5,2001.8,At Risk
15494,22,2,1299.23,Other
15497,18,2,1262.2,Other
15498,5,27,13316.4,Champion
15500,19,4,1131.56,Other
15502,16,12,10384.93,Champion
15503,363,1,147.09,Lost
15504,82,1,52.83,At Risk
15505,53,5,3610.96,Other
15506,23,3,979.26,Other
15507,172,1,492.36,At Risk
15508,226,6,1000.27,Lost
15510,331,1,250.0,Lost
15511,12,5,909.23,Other
15512,156,2,121.0,At Risk
15513,5,19,14758.220000000001,Champion
15514,13,11,4139.46,Champion
15516,45,3,62.43,Other
15517,234,1,267.03,Lost
15518,39,8,1942.45,Champion
15520,120,1,343.5,At Risk
15521,35,8,3000.2,Champion
15522,88,2,398.84,At Risk
15523,85,1,412.01000000000005,At Risk
15524,25,1,440.0,Other
15525,18,3,825.92,Other
15526,182,2,148.44,Lost
15527,19,8,2429.78,Champion
15528,255,1,229.33,Lost
15529,23,11,3995.23,Champion
15530,22,4,1502.35,Other
15531,89,2,2007.44,At Risk
15532,26,4,1580.93,Other
15533,20,3,807.57,Other
15535,174,4,536.4,At Risk
15537,164,1,110.92,At Risk
15539,301,1,538.46,Lost
15540,12,1,213.3,Other
15541,115,1,85.13000000000001,At Risk
15543,289,1,127.86,Lost
15544,2,9,3546.71,Champion
15545,55,2,292.71999999999997,Other
15547,31,14,4954.84,Champion
15549,78,3,1693.26,At Risk
15550,38,4,575.63,Other
15551,274,1,436.06,Lost
15552,188,1,90.12,Lost
15553,61,1,437.23,At Risk
15554,160,1,217.2,At Risk
15555,0,16,4805.17,Champion
15556,25,1,279.77,Other
15557,29,1,473.65000000000003,Other
15561,12,4,800.59,Other
15562,352,1,134.55,Lost
15563,23,4,1400.44,Other
15565,51,2,173.16,Other
15567,19,1,186.01,Other
15568,45,3,758.29,Other
15569,39,5,1375.71,Other
15570,11,12,4165.52,Champion
15571,12,4,650.4300000000001,Other
15572,26,7,2552.86,Champion
15573,86,2,607.45,At Risk
15574,178,4,702.25,At Risk
15576,302,1,940.6700000000001,Lost
15577,33,3,258.88,Other
15578,163,1,127.1,At Risk
15579,303,2,348.6,Lost
15581,32,13,3679.9700000000003,Champion
15582,25,3,682.9100000000001,Other
15584,24,4,725.11,Other
15585,177,1,455.3,At Risk
15587,31,4,913.6800000000001,Other
15589,256,3,478.53000000000003,Lost
15592,47,1,388.58,Other
15593,71,1,199.8,At Risk
15594,16,5,1771.78,Other
15596,96,5,1406.59,At Risk
15597,243,1,324.57,Lost
15598,54,1,240.68,Other
15599,27,2,761.74,Other
15601,12,14,6776.56,Champion
15602,22,9,1297.8700000000001,Champion
15603,79,1,48.480000000000004,At Risk
15604,53,1,216.39,Other
15605,31,5,1198.23,Other
15606,2,9,2920.16,Champion
15607,162,1,104.76,At Risk
15608,29,4,1093.68,Other
15609,126,1,298.48,At Risk
15610,52,1,112.46000000000001,Other
15611,10,13,1591.45,Champion
15612,91,2,195.15,At Risk
15615,11,23,10399.74,Champion
15618,123,4,776.851,At Risk
15619,11,1,336.40000000000003,Other
15620,57,3,1553.18,Other
15621,12,4,1293.03,Other
15622,44,9,3709.56,Champion
15623,141,1,301.03,At Risk
15624,117,4,588.13,At Risk
15625,104,4,1534.26,At Risk
15626,75,2,675.8,At Risk
15628,25,9,2870.2400000000002,Champion
15630,46,2,1186.35,Other
15632,16,8,3285.31,Champion
15634,18,1,243.55,Other
15636,31,2,724.76,Other
15637,53,1,223.36,Other
15639,135,1,425.32,At Risk
15640,17,15,12515.66,Champion
15641,106,4,1887.2,At Risk
15643,310,3,664.0,Lost
15644,167,4,813.0,At Risk
15645,19,1,612.01,Other
15646,159,3,447.64000000000004,At Risk
15648,205,2,657.35,Lost
15649,162,2,816.0,At Risk
15651,261,3,646.3,Lost
15652,92,1,337.74,At Risk
15653,116,2,877.4399999999999,At Risk
15654,10,2,922.53,Other
15655,67,1,560.67,At Risk
15656,46,4,748.5,Other
15657,23,1,30.0,Other
15658,198,5,1024.1000000000001,Lost
15659,44,1,306.45,Other
15660,26,9,1600.86,Champion
15661,223,2,309.8,Lost
15663,107,1,138.14,At Risk
15664,51,1,386.43,Other
15665,67,2,2242.01,At Risk
15667,40,1,301.32,Other
15668,188,1,76.32000000000001,Lost
15669,41,4,684.34,Other
15670,297,1,173.05,Lost
15671,19,7,2657.13,Champion
15673,1,4,2881.02,Other
15674,66,5,2446.6,At Risk
15675,82,3,323.69,At Risk
15676,19,3,3435.76,Other
15677,50,1,657.23,Other
15678,53,1,352.7,Other
15679,25,4,781.28,Other
15680,10,3,1333.68,Other
15681,26,5,1426.16,Other
15683,118,1,193.75,At Risk
15687,24,9,2993.1,Champion
15689,2,2,254.1,Other
15690,101,2,239.76,At Risk
15691,340,1,136.8,Lost
15692,29,1,191.04,Other
15694,26,14,6479.4,Champion
15695,267,2,409.98,Lost
15696,80,8,2736.46,At Risk
15699,18,1,309.65,Other
15700,173,2,696.68,At Risk
15701,74,4,1542.14,At Risk
15703,265,1,211.5,Lost
15704,127,4,2293.62,At Risk
15705,202,1,143.1,Lost
15706,76,4,1060.56,At Risk
15707,44,4,945.58,Other
15708,41,7,3364.2400000000002,Champion
15709,341,1,133.25,Lost
15712,10,5,1072.3600000000001,Other
15713,144,2,356.7,At Risk
15714,12,2,330.88,Other
15716,146,4,1118.81,At Risk
15717,235,1,150.3,Lost
15719,152,13,5045.61,At Risk
15720,25,1,598.73,Other
15721,12,1,507.08,Other
15722,109,5,2222.56,At Risk
15723,424,1,203.1,Lost
15724,202,2,218.25,Lost
15725,16,1,415.25,Other
15727,9,7,5178.96,Champion
15729,35,1,85.0,Other
15730,123,3,1120.88,At Risk
15732,35,2,294.12,Other
15733,310,1,162.3,Lost
15734,115,2,1339.45,At Risk
15737,15,8,1205.1200000000001,Champion
15738,19,16,4812.42,Champion
15739,244,1,449.12,Lost
15740,50,1,154.88,Other
15743,17,4,784.46,Other
15744,78,1,34.8,At Risk
15745,20,4,1094.59,Other
15746,135,1,196.88,At Risk
15747,13,3,974.04,Other
15748,41,1,149.31,Other
15749,39,3,44534.3,Other
15750,15,8,2465.48,Champion
15752,40,7,2637.38,Champion
15753,130,1,79.2,At Risk
15754,52,3,458.57,Other
15755,1,6,2364.25,Champion
15756,64,4,532.96,At Risk
15757,188,2,714.42,Lost
15758,25,1,205.25,Other
15759,219,3,253.04,Lost
15762,78,2,583.75,At Risk
15763,78,2,1086.92,At Risk
15764,0,6,3279.97,Champion
15766,183,1,315.06,Lost
15768,116,3,621.8299999999999,At Risk
15769,41,26,56252.72,Champion
15773,242,1,635.6800000000001,Lost
15774,303,1,270.8,Lost
15775,128,1,104.9,At Risk
15776,134,1,241.62,At Risk
15777,6,4,1047.11,Other
15780,36,3,475.28000000000003,Other
15781,26,3,345.46,Other
15782,10,3,2614.7400000000002,Other
15783,11,1,246.3,Other
15785,152,5,2328.9700000000003,At Risk
15786,47,3,4932.2,Other
15787,27,3,948.05,Other
15789,359,1,351.3,Lost
15790,11,1,220.85,Other
15791,44,2,1612.69,Other
15793,15,3,965.61,Other
15795,150,1,610.01,At Risk
15796,18,8,2711.56,Champion
15797,96,4,2207.4,At Risk
15799,76,3,884.14,At Risk
15800,108,2,699.08,At Risk
15801,47,3,1063.95,Other
15802,143,1,451.42,At Risk
15803,52,1,415.82000000000005,Other
15804,12,13,4206.39,Champion
15805,24,17,5528.4800000000005,Champion
15806,47,3,784.58,Other
15807,51,3,903.9,Other
15808,191,4,3734.9700000000003,Lost
15809,69,5,515.77,At Risk
15810,79,4,1391.98,At Risk
15811,23,6,2218.62,Champion
15812,33,5,1801.14,Other
15813,208,2,1303.9099999999999,Lost
15814,17,4,1945.33,Other
15815,35,5,2100.6,Other
15819,50,4,1905.45,Other
15820,320,1,206.98,Lost
15821,45,2,570.96,Other
15822,181,2,885.47,Lost
15823,666,1,15.0,Lost
15825,173,1,532.94,At Risk
15826,57,3,1654.31,Other
15827,74,14,1836.0900000000001,At Risk
15829,141,2,636.14,At Risk
15830,302,1,576.0,Lost
15831,0,3,801.76,Other
15832,255,1,836.79,Lost
15834,71,4,2233.75,At Risk
15835,45,4,954.09,Other
15836,51,1,137.37,Other
15837,183,1,391.98,Lost
15838,12,19,33643.08,Champion
15839,81,3,1048.49,At Risk
15840,0,2,355.56,Other
15841,73,4,1224.06,At Risk
15843,99,1,118.95000000000002,At Risk
15844,47,1,130.73999999999998,Other
15845,18,8,3711.77,Champion
15847,289,2,389.27,Lost
15850,20,2,238.85,Other
15852,187,2,160.71,Lost
15853,52,1,110.8,Other
15854,87,12,2974.65,At Risk
15855,95,5,712.24,At Risk
15856,33,27,16387.57,Champion
15857,19,1,297.0,Other
15858,16,5,1438.85,Other
15860,41,8,977.21,Loyal
15861,13,8,3165.36,Champion
15862,113,4,832.88,At Risk
15863,26,2,68.84,Other
15864,23,6,1936.3200000000002,Champion
15865,1,3,895.13,Other
15866,102,1,230.53,At Risk
15867,23,15,3812.64,Champion
15869,159,2,149.64,At Risk
15870,152,1,354.09000000000003,At Risk
15872,15,2,360.93,Other
15874,128,7,4405.88,At Risk
15877,18,2,493.28,Other
15880,577,1,343.28000000000003,Lost
15881,313,5,501.39000000000004,Lost
15882,199,4,516.36,Lost
15883,151,2,396.48,At Risk
15885,123,3,379.35,At Risk
15886,61,1,181.09,At Risk
15888,81,1,168.31,At Risk
15889,186,2,446.87,Lost
15891,227,1,524.52,Lost
15894,254,2,263.55,Lost
15895,150,1,179.17,At Risk
15897,195,2,222.05,Lost
15898,120,5,1388.88,At Risk
15899,546,1,56.25,Lost
15900,24,1,351.11,Other
15901,17,3,363.88,Other
15903,10,7,5126.76,Champion
15904,332,1,164.68,Lost
15906,20,7,1567.69,Champion
15907,177,3,967.45,At Risk
15909,174,1,191.94,At Risk
15910,16,8,1232.18,Champion
15912,179,2,264.62,At Risk
15916,17,8,1528.09,Champion
15917,189,1,123.1,Lost
15918,272,2,334.23,Lost
15919,20,2,639.89,Other
15920,125,4,167.5,At Risk
15921,173,1,336.03000000000003,At Risk
15922,697,1,369.5,Lost
15923,666,1,127.08,Lost
15925,195,1,207.15,Lost
15930,275,1,426.63,Lost
15932,1,8,2495.87,Champion
15933,22,3,1107.46,Other
15935,6,2,416.86,Other
15937,183,1,145.35,Lost
15938,113,5,404.58,At Risk
15939,4,15,6115.01,Champion
15940,342,1,35.8,Lost
15942,134,1,337.44,At Risk
15944,129,1,325.1,At Risk
15945,454,1,181.0,Lost
15947,83,1,1708.24,At Risk
15948,44,2,955.24,Other
15949,17,2,364.72,Other
15950,79,4,1765.51,At Risk
15951,286,2,708.22,Lost
15952,182,4,806.57,Lost
15953,5,8,1659.3799999999999,Champion
15955,25,14,4416.26,Champion
15957,121,1,428.89,At Risk
